date,ticker,open,high,low,close,volume,rv20_yz,rv60_yz,rv20_c2c,rv20_pctile
2025-05-27,TSLA,347.35,363.79,347.32,362.89,120146400,0.592088,0.833592,0.493106,24.71
2025-05-28,TSLA,364.84,365.0,355.91,356.9,91404300,0.584149,0.824728,0.501861,22.81
2025-05-29,TSLA,365.29,367.71,356.0,358.43,88087800,0.553055,0.814043,0.474501,17.44
2025-05-30,TSLA,355.52,363.68,345.29,346.46,123474900,0.553049,0.815151,0.498403,17.34
2025-06-02,TSLA,343.5,348.02,333.33,342.69,81873800,0.550968,0.814077,0.501497,16.67
2025-06-03,TSLA,346.6,355.4,343.04,344.27,99324500,0.548976,0.811571,0.486256,16.0
2025-06-04,TSLA,345.1,345.6,327.33,332.05,98912100,0.545215,0.799394,0.504418,14.77
2025-06-05,TSLA,322.49,324.55,273.21,284.7,287499800,0.648582,0.816164,0.768689,46.89
2025-06-06,TSLA,298.83,305.5,291.14,295.14,164747700,0.669438,0.809812,0.771611,49.44
2025-06-09,TSLA,285.96,309.83,281.85,308.58,140908900,0.688811,0.812258,0.770429,56.42
2025-06-10,TSLA,314.94,327.83,310.67,326.09,151256500,0.641047,0.81108,0.760151,45.0
2025-06-11,TSLA,334.4,335.5,322.5,326.43,122611400,0.639294,0.810544,0.739714,44.2
2025-06-12,TSLA,323.08,332.56,316.86,319.11,105127500,0.640706,0.808066,0.726863,45.05
2025-06-13,TSLA,313.97,332.99,313.3,325.31,128964300,0.648216,0.807167,0.730524,46.99
2025-06-16,TSLA,331.29,332.05,326.41,329.13,83925900,0.648516,0.807145,0.727411,47.28
2025-06-17,TSLA,326.09,327.26,314.74,316.35,88282700,0.631625,0.806782,0.735852,41.08
2025-06-18,TSLA,317.31,329.32,315.45,322.05,95137700,0.63186,0.801755,0.739317,41.4
2025-06-20,TSLA,327.95,332.36,317.78,322.16,108688000,0.635982,0.797712,0.733974,42.78
2025-06-23,TSLA,327.54,357.54,327.48,348.68,190716800,0.652398,0.799753,0.785847,49.47
2025-06-24,TSLA,356.17,356.26,340.44,340.47,114736200,0.651517,0.791727,0.790615,49.21
2025-06-25,TSLA,342.7,343.0,320.4,327.55,119845100,0.658167,0.793457,0.760432,50.53
2025-06-26,TSLA,324.61,331.05,323.61,325.78,80440900,0.662289,0.781703,0.759219,51.31
2025-06-27,TSLA,324.51,329.34,317.5,323.63,89067000,0.661802,0.777121,0.758521,51.04
2025-06-30,TSLA,319.9,325.58,316.6,317.66,76695100,0.656237,0.760958,0.752711,49.74
2025-07-01,TSLA,298.46,305.89,293.21,300.71,145085700,0.694455,0.758567,0.773652,62.37
2025-07-02,TSLA,312.63,316.83,303.82,315.65,119483700,0.709662,0.750225,0.797351,63.59
2025-07-03,TSLA,317.99,318.45,312.76,315.35,58042300,0.70342,0.703857,0.788471,62.24
2025-07-07,TSLA,291.37,296.15,288.77,293.94,131177900,0.677851,0.700882,0.611884,54.31
2025-07-08,TSLA,297.0,304.05,294.35,297.81,103246700,0.649796,0.679741,0.600077,46.97
2025-07-09,TSLA,297.55,300.15,293.55,295.88,75586800,0.620229,0.660082,0.577264,34.17
2025-07-10,TSLA,300.05,310.48,300.0,309.87,104365300,0.610375,0.654654,0.566202,30.5
2025-07-11,TSLA,307.89,314.09,305.65,313.51,79236400,0.599442,0.648842,0.568352,27.86
2025-07-14,TSLA,317.73,322.6,312.67,316.9,78043400,0.59344,0.647712,0.564611,24.26
2025-07-15,TSLA,319.68,321.2,310.5,310.78,77556300,0.579292,0.638679,0.56353,20.69
2025-07-16,TSLA,312.8,323.5,312.62,321.67,97284800,0.577709,0.638309,0.576651,20.59
2025-07-17,TSLA,323.15,324.34,317.06,319.41,73922900,0.574875,0.628051,0.55917,20.49
2025-07-18,TSLA,321.66,330.9,321.42,329.65,94255000,0.568107,0.624486,0.566877,18.93
2025-07-21,TSLA,334.4,338.0,326.88,328.49,75768800,0.562506,0.606189,0.567117,18.84
2025-07-22,TSLA,329.74,335.41,321.55,332.11,77370400,0.540643,0.607895,0.48877,12.02
2025-07-23,TSLA,330.9,336.2,328.67,332.56,92553800,0.533346,0.601064,0.482282,11.96
2025-07-24,TSLA,310.0,310.15,300.41,305.3,156966000,0.571606,0.609811,0.553936,20.95
2025-07-25,TSLA,308.74,323.63,308.01,316.06,148227000,0.583189,0.610553,0.570124,24.64
2025-07-28,TSLA,318.45,330.49,315.69,325.59,112673800,0.586669,0.602211,0.5803,25.94
2025-07-29,TSLA,325.55,326.25,318.25,321.2,87358900,0.584408,0.598605,0.578392,25.35
2025-07-30,TSLA,322.18,324.45,311.62,319.04,83931900,0.54265,0.596578,0.541313,13.08
2025-07-31,TSLA,319.61,321.37,306.1,308.27,85270900,0.518755,0.595949,0.52861,10.23
2025-08-01,TSLA,306.21,309.31,297.82,302.63,89121400,0.523155,0.594777,0.532152,11.11
2025-08-04,TSLA,309.08,312.12,303.0,309.26,78683900,0.447526,0.596212,0.47251,0.46
2025-08-05,TSLA,308.95,312.45,305.5,308.72,57961300,0.442382,0.594546,0.471053,0.0
2025-08-06,TSLA,307.89,320.47,306.93,319.91,78523600,0.444867,0.589548,0.484725,0.46
2025-08-07,TSLA,319.79,322.4,316.16,322.27,66658700,0.442343,0.566894,0.458683,0.0
2025-08-08,TSLA,321.43,335.15,320.98,329.65,91200300,0.448522,0.565019,0.46339,2.26
2025-08-11,TSLA,335.0,346.64,334.15,339.03,105320200,0.453496,0.564083,0.471472,3.6
2025-08-12,TSLA,345.0,345.26,332.94,340.84,80522100,0.462852,0.564313,0.463667,5.38
2025-08-13,TSLA,341.5,348.98,338.2,339.38,67838900,0.466351,0.564942,0.450829,6.7
2025-08-14,TSLA,335.76,340.47,330.4,335.58,75000700,0.470608,0.559511,0.45228,8.89
2025-08-15,TSLA,337.66,339.3,327.02,330.56,74319800,0.474302,0.557885,0.442691,9.29
2025-08-18,TSLA,329.62,336.27,329.59,335.16,56956600,0.467277,0.556046,0.445062,7.93
2025-08-19,TSLA,335.79,340.55,327.85,329.31,75956000,0.46314,0.554542,0.44813,6.14
2025-08-20,TSLA,329.22,331.37,314.6,323.9,77481800,0.477511,0.557608,0.451687,10.92
2025-08-21,TSLA,322.08,324.9,318.68,320.11,55744400,0.396254,0.554881,0.328355,0.0
2025-08-22,TSLA,321.66,340.25,319.69,340.01,94016300,0.390509,0.557573,0.371615,0.0
2025-08-25,TSLA,338.9,349.53,335.03,346.6,86670000,0.38814,0.556767,0.363628,0.0
2025-08-26,TSLA,344.93,351.9,343.72,351.67,76651600,0.386877,0.552868,0.360173,0.0
2025-08-27,TSLA,351.94,355.39,349.16,349.6,65519000,0.376279,0.549758,0.359835,0.0
2025-08-28,TSLA,350.91,353.55,340.26,345.98,67903200,0.375318,0.548901,0.334655,0.0
2025-08-29,TSLA,347.23,348.75,331.7,333.87,81145700,0.375418,0.547886,0.356006,0.42
2025-09-02,TSLA,328.23,333.33,325.6,329.36,58392000,0.371118,0.511389,0.355999,0.0
2025-09-03,TSLA,335.2,343.33,328.51,334.09,88733300,0.386695,0.502343,0.35761,1.68
2025-09-04,TSLA,336.15,338.89,331.48,338.53,60711000,0.385158,0.489826,0.339701,1.67
2025-09-05,TSLA,348.0,355.87,344.68,350.84,108989800,0.399515,0.489168,0.35908,4.17
2025-09-08,TSLA,354.64,358.44,344.84,346.4,75208300,0.39639,0.486834,0.356996,4.15
2025-09-09,TSLA,348.44,350.77,343.82,346.97,53816000,0.385012,0.482101,0.343969,1.65
2025-09-10,TSLA,350.55,356.33,346.07,347.79,72121700,0.376664,0.476666,0.343653,1.65
2025-09-11,TSLA,350.17,368.99,347.6,368.81,103756000,0.380939,0.478384,0.399012,2.05
2025-09-12,TSLA,370.94,396.69,370.24,395.94,168156400,0.384109,0.479736,0.459126,2.45
2025-09-15,TSLA,423.13,425.7,402.43,410.04,163823700,0.453427,0.499289,0.45976,9.76
2025-09-16,TSLA,414.5,423.25,411.43,421.62,104285700,0.454472,0.496311,0.463673,10.53
2025-09-17,TSLA,415.75,428.31,409.67,425.86,106133500,0.462031,0.48917,0.450885,12.1
2025-09-18,TSLA,428.87,432.22,416.56,416.85,90454500,0.448714,0.487871,0.455358,8.84
2025-09-19,TSLA,421.82,429.47,421.72,426.07,93131000,0.44574,0.48172,0.447048,8.0
2025-09-22,TSLA,431.11,444.98,429.13,434.21,97108800,0.445518,0.483495,0.413423,7.57
2025-09-23,TSLA,439.88,440.97,423.72,425.85,83422700,0.440704,0.483116,0.427301,6.35
2025-09-24,TSLA,429.83,444.21,429.03,442.79,93133600,0.439467,0.481727,0.439188,6.35
2025-09-25,TSLA,435.24,435.35,419.08,423.39,96746400,0.453197,0.463046,0.479509,11.51
2025-09-26,TSLA,428.3,440.47,421.02,440.4,101628200,0.454928,0.456401,0.484538,13.1
2025-09-29,TSLA,444.35,450.98,439.5,443.21,79491500,0.449086,0.457197,0.451519,10.71
2025-09-30,TSLA,441.52,445.0,433.12,444.72,74358000,0.443942,0.425339,0.441576,7.94
2025-10-01,TSLA,443.8,462.29,440.75,459.46,98122300,0.441165,0.425825,0.445941,7.14
2025-10-02,TSLA,470.54,470.75,435.57,436.0,137009000,0.454965,0.431505,0.507796,13.89
2025-10-03,TSLA,443.29,446.77,416.58,429.83,133188200,0.473689,0.440832,0.508669,17.86
2025-10-06,TSLA,440.75,453.55,436.69,453.25,85324900,0.475488,0.443121,0.522816,18.65
2025-10-07,TSLA,447.82,452.68,432.45,433.09,102296100,0.488054,0.445095,0.562221,20.24
2025-10-08,TSLA,437.57,441.33,425.23,438.69,71192100,0.493208,0.447652,0.561294,20.24
2025-10-09,TSLA,431.81,436.35,426.18,435.54,69339900,0.494918,0.449504,0.53617,20.24
2025-10-10,TSLA,436.54,443.13,411.45,413.49,112107900,0.503245,0.455949,0.523018,20.24
2025-10-13,TSLA,423.53,436.89,419.7,435.9,79552800,0.450504,0.459012,0.541315,11.51
2025-10-14,TSLA,426.79,434.2,417.86,429.24,72669400,0.465436,0.462647,0.536793,15.48
2025-10-15,TSLA,434.9,440.51,426.33,435.15,71558200,0.457439,0.461384,0.537776,14.29
2025-10-16,TSLA,434.73,439.35,421.31,428.75,77189900,0.463009,0.463504,0.534633,15.48
2025-10-17,TSLA,425.5,441.46,423.6,439.31,89331600,0.468988,0.437485,0.535949,17.46
2025-10-20,TSLA,443.87,449.8,440.61,447.43,63719000,0.46121,0.43301,0.535691,14.68
2025-10-21,TSLA,445.76,449.3,442.05,442.6,54412200,0.457404,0.430168,0.532094,14.29
2025-10-22,TSLA,443.45,445.54,429.0,438.97,84023500,0.462806,0.432484,0.514566,15.87
2025-10-23,TSLA,420.0,449.4,413.9,448.98,126709800,0.504481,0.448334,0.49261,23.02
2025-10-24,TSLA,446.83,451.68,430.17,433.72,94727800,0.503501,0.449254,0.489974,23.02
2025-10-27,TSLA,439.98,460.16,438.69,452.42,105867500,0.511851,0.450249,0.512879,24.6
2025-10-28,TSLA,454.78,467.0,451.6,460.55,80185700,0.51179,0.449013,0.516303,24.6
2025-10-29,TSLA,462.5,465.7,452.65,461.51,67983500,0.508759,0.449802,0.503311,24.6
2025-10-30,TSLA,451.05,455.06,439.61,440.1,72447900,0.502176,0.453107,0.496763,22.62
2025-10-31,TSLA,446.75,458.0,443.69,456.56,83135800,0.478342,0.454047,0.509515,21.03
2025-11-03,TSLA,455.99,474.07,453.8,468.37,84595200,0.471668,0.453598,0.48231,19.44
2025-11-04,TSLA,454.46,460.22,443.6,444.26,87756600,0.479363,0.457344,0.492438,21.83
2025-11-05,TSLA,452.05,466.33,440.71,462.07,85573000,0.489206,0.460017,0.509352,23.02
2025-11-06,TSLA,461.96,467.45,435.09,445.91,109622900,0.508192,0.466327,0.526289,26.59
2025-11-07,TSLA,437.92,439.36,421.88,429.52,103471500,0.499918,0.46891,0.509106,24.21
2025-11-10,TSLA,439.6,449.67,433.36,445.23,76515900,0.500506,0.470959,0.489918,24.6
2025-11-11,TSLA,439.4,442.49,432.36,439.62,60533200,0.492436,0.472817,0.488801,23.41
2025-11-12,TSLA,442.15,442.33,426.56,430.6,58513500,0.48931,0.472177,0.492394,23.41
2025-11-13,TSLA,423.13,424.5,396.34,401.99,118948000,0.500032,0.474218,0.547314,25.4
2025-11-14,TSLA,386.3,412.19,382.78,404.35,105506700,0.532868,0.489062,0.538841,31.75
2025-11-17,TSLA,398.74,423.96,398.74,408.92,102214300,0.551883,0.495286,0.535504,34.92
2025-11-18,TSLA,405.38,408.9,393.71,401.25,80688600,0.557734,0.495689,0.53754,36.9
2025-11-19,TSLA,406.18,411.78,398.5,403.99,72047700,0.557819,0.497246,0.538953,37.3
2025-11-20,TSLA,414.63,428.94,394.74,395.23,113548800,0.56093,0.510423,0.532816,38.1
2025-11-21,TSLA,402.32,402.8,383.76,391.09,100460600,0.56693,0.512573,0.522674,39.29
2025-11-24,TSLA,402.17,421.72,401.09,417.78,96806400,0.572302,0.515317,0.557001,40.87
2025-11-25,TSLA,414.42,420.48,405.95,419.4,71915600,0.574366,0.515708,0.551942,41.67
2025-11-26,TSLA,423.95,426.94,416.89,426.58,63463000,0.574975,0.513016,0.556872,42.86
2025-11-28,TSLA,426.59,432.93,426.2,430.17,36252900,0.566303,0.512342,0.533735,39.29
2025-12-01,TSLA,425.32,433.66,425.29,430.14,57463600,0.563191,0.509573,0.514762,39.29
2025-12-02,TSLA,430.81,436.8,422.12,429.24,69336600,0.561453,0.509282,0.503683,38.49
2025-12-03,TSLA,432.1,447.92,431.11,446.74,87483000,0.549529,0.50984,0.492808,34.52
2025-12-04,TSLA,449.94,454.63,445.39,454.53,71906500,0.53312,0.508776,0.475576,32.14
2025-12-05,TSLA,453.03,458.87,451.66,455.0,56427500,0.511426,0.50614,0.45748,29.37
2025-12-08,TSLA,447.45,449.75,435.25,439.58,69165800,0.506928,0.505748,0.454278,28.57
2025-12-09,TSLA,437.54,452.39,435.7,445.17,62367400,0.500264,0.485307,0.437865,25.79
2025-12-10,TSLA,446.07,456.88,443.61,451.45,63257500,0.499244,0.485227,0.437868,25.0
2025-12-11,TSLA,448.95,449.27,440.33,446.89,55979500,0.496962,0.482418,0.432375,25.0
2025-12-12,TSLA,448.09,463.01,441.67,458.96,95656700,0.485096,0.484095,0.350629,22.62
2025-12-15,TSLA,469.44,481.77,467.66,475.31,114542200,0.448216,0.486659,0.36476,10.32
2025-12-16,TSLA,472.21,491.5,465.83,489.88,107608100,0.429104,0.487089,0.373045,6.35
2025-12-17,TSLA,488.22,495.28,466.2,467.26,106490400,0.434858,0.489497,0.412682,6.75
2025-12-18,TSLA,478.16,490.86,473.12,483.37,95168400,0.440523,0.492633,0.423051,7.54
2025-12-19,TSLA,488.12,490.49,474.72,481.2,103305400,0.397342,0.491491,0.410511,5.95
2025-12-22,TSLA,489.88,498.83,485.33,488.73,86916100,0.387867,0.490547,0.403726,4.37
2025-12-23,TSLA,489.4,491.97,482.84,485.56,58223600,0.36914,0.489564,0.351712,0.0
2025-12-24,TSLA,488.48,490.9,476.8,485.4,41285400,0.364157,0.489474,0.352605,0.0
2025-12-26,TSLA,485.23,489.09,473.82,475.19,58780700,0.363241,0.488062,0.364615,0.0
2025-12-29,TSLA,469.0,469.4,459.0,459.64,66263000,0.367725,0.482985,0.389237,0.79
2025-12-30,TSLA,461.09,463.12,453.83,454.43,59238500,0.363961,0.473309,0.392606,0.4
2025-12-31,TSLA,456.1,456.55,449.3,449.72,49078000,0.356106,0.468907,0.395072,0.0
2026-01-02,TSLA,457.8,458.34,435.3,438.07,85535400,0.364148,0.469555,0.381084,1.19
2026-01-05,TSLA,447.99,457.55,444.57,451.67,67940800,0.372905,0.469228,0.392284,3.17
2026-01-06,TSLA,446.38,448.25,428.78,432.96,89093800,0.383412,0.470111,0.419528,5.56
2026-01-07,TSLA,435.9,438.37,431.29,431.41,59828800,0.371336,0.463669,0.402255,3.17
2026-01-08,TSLA,427.89,436.89,424.37,435.8,57041100,0.367631,0.460604,0.401228,1.98
2026-01-09,TSLA,435.95,449.05,430.39,445.01,67331500,0.373337,0.458426,0.405396,4.37
2026-01-12,TSLA,441.23,454.3,438.0,448.96,61649600,0.379122,0.458114,0.405138,6.35
2026-01-13,TSLA,450.2,451.81,443.95,447.2,53719200,0.36685,0.455399,0.393051,1.98
2026-01-14,TSLA,442.81,443.91,434.22,439.2,57259500,0.360162,0.454584,0.372648,0.4
2026-01-15,TSLA,441.13,445.36,437.65,438.57,49465800,0.343265,0.45408,0.350463,0.0
2026-01-16,TSLA,439.5,447.25,435.26,437.5,60220600,0.330715,0.455212,0.31386,0.0
2026-01-20,TSLA,429.36,430.73,417.44,419.25,63187300,0.323998,0.454718,0.31111,0.0
2026-01-21,TSLA,421.66,438.2,419.62,431.44,68124000,0.329796,0.440532,0.336075,0.4
2026-01-22,TSLA,435.16,449.5,432.63,449.36,71546700,0.325809,0.438717,0.367339,0.4
2026-01-23,TSLA,447.43,452.43,444.04,449.06,56771400,0.326845,0.434594,0.367437,0.79
2026-01-26,TSLA,445.0,445.04,434.28,435.2,49397400,0.321428,0.433256,0.379725,0.0
2026-01-27,TSLA,437.41,437.52,430.69,430.9,37733100,0.316698,0.43147,0.37558,0.0
2026-01-28,TSLA,431.91,438.26,430.1,431.46,54857400,0.315611,0.427978,0.360686,0.0
2026-01-29,TSLA,437.8,440.23,414.62,416.56,81686100,0.332397,0.430354,0.37734,3.17
2026-01-30,TSLA,425.35,439.88,422.7,430.41,82626100,0.352866,0.432723,0.398596,3.97
2026-02-02,TSLA,421.29,427.15,414.5,421.81,58739500,0.354264,0.430002,0.394301,4.37
2026-02-03,TSLA,424.27,428.56,413.69,421.96,56886500,0.349074,0.424893,0.375442,3.97
2026-02-04,TSLA,420.46,423.9,399.18,406.01,74606900,0.358224,0.421591,0.370461,5.56
2026-02-05,TSLA,397.02,402.1,387.53,397.21,72819800,0.375095,0.422362,0.37637,11.11
2026-02-06,TSLA,400.87,414.55,397.75,411.11,62677100,0.380781,0.420276,0.397812,13.49
2026-02-09,TSLA,409.91,421.25,407.29,417.32,54484300,0.376473,0.420038,0.393641,12.7
2026-02-10,TSLA,418.08,427.25,417.0,425.21,64450200,0.370045,0.418887,0.399184,9.52
2026-02-11,TSLA,427.96,436.35,420.03,428.27,57362000,0.379169,0.413743,0.400679,14.29
2026-02-12,TSLA,430.3,436.23,414.0,417.07,61933400,0.388917,0.400028,0.406207,18.65
2026-02-13,TSLA,414.31,424.06,410.88,417.44,51434100,0.394263,0.390727,0.406378,19.44
2026-02-17,TSLA,412.36,413.72,400.51,410.63,59678800,0.400799,0.391328,0.409396,21.43
2026-02-18,TSLA,411.11,416.9,409.58,411.32,45921400,0.393973,0.389299,0.382079,19.44
2026-02-19,TSLA,407.25,415.25,404.11,411.71,51019600,0.388088,0.373193,0.36591,18.25
2026-02-20,TSLA,408.3,414.7,405.5,411.82,57912200,0.384641,0.368085,0.329137,16.27
2026-02-23,TSLA,407.29,407.7,394.04,399.83,69680000,0.391122,0.363292,0.340602,20.24
2026-02-24,TSLA,399.5,410.82,397.64,409.38,58579500,0.393536,0.360915,0.341796,20.63
2026-02-25,TSLA,412.15,420.34,412.15,417.4,54809700,0.395664,0.359358,0.34974,21.83
2026-02-26,TSLA,414.42,416.81,403.66,408.58,53602500,0.398993,0.361416,0.356439,23.41
2026-02-27,TSLA,402.94,407.12,398.11,402.51,56890100,0.386143,0.362125,0.33886,17.46
2026-03-02,TSLA,390.6,404.54,388.25,403.32,55088300,0.381114,0.367072,0.314117,15.48
2026-03-03,TSLA,395.09,396.34,385.39,392.43,62617300,0.381217,0.369643,0.320233,15.87
2026-03-04,TSLA,397.85,408.33,394.58,405.94,68305500,0.382152,0.371624,0.346707,16.27
2026-03-05,TSLA,401.57,408.62,399.42,405.55,51925900,0.364,0.372643,0.318619,7.14
2026-03-06,TSLA,398.09,402.35,394.21,396.73,64054600,0.353866,0.371909,0.318687,4.76
2026-03-09,TSLA,390.05,401.59,381.4,398.68,67018900,0.361535,0.376236,0.292515,6.75
2026-03-10,TSLA,402.22,406.59,398.19,399.24,59258700,0.3627,0.375866,0.286242,7.14
2026-03-11,TSLA,402.28,416.38,402.15,407.82,62559900,0.373091,0.37835,0.28883,12.7
2026-03-12,TSLA,405.18,406.5,394.65,395.01,60973800,0.363262,0.374965,0.305077,7.94
2026-03-13,TSLA,399.17,400.2,389.95,391.2,58504100,0.353009,0.371307,0.294311,4.76
2026-03-16,TSLA,396.22,403.73,394.42,395.56,58068300,0.357853,0.36888,0.298387,6.35
2026-03-17,TSLA,395.69,400.12,393.0,399.27,46890500,0.34781,0.363539,0.296653,3.97
2026-03-18,TSLA,399.0,403.07,392.31,392.78,50853100,0.349579,0.358435,0.301063,4.76
2026-03-19,TSLA,387.27,387.27,378.73,380.3,67078300,0.348146,0.356888,0.318888,4.37
2026-03-20,TSLA,379.85,379.89,364.46,367.96,78628600,0.353456,0.355151,0.334494,6.35
2026-03-23,TSLA,373.09,385.33,372.73,380.85,74606000,0.35709,0.35826,0.350532,7.94
2026-03-24,TSLA,376.56,387.48,376.31,383.03,60004900,0.358922,0.358028,0.338449,9.13
2026-03-25,TSLA,389.99,396.23,385.01,385.95,55157300,0.369959,0.360839,0.330433,14.68
2026-03-26,TSLA,381.6,384.44,371.87,372.11,55522900,0.369294,0.361838,0.345104,14.68
2026-03-27,TSLA,369.69,369.86,359.47,361.83,62065700,0.367621,0.362479,0.353276,13.49
2026-03-30,TSLA,365.86,367.29,352.14,355.28,67954400,0.356974,0.365933,0.355018,7.94
2026-03-31,TSLA,361.51,373.33,361.0,371.75,75534900,0.352953,0.364118,0.389948,5.95
2026-04-01,TSLA,378.63,383.14,374.08,381.26,58683800,0.352861,0.362526,0.380345,5.56
2026-04-02,TSLA,364.2,370.28,359.03,360.59,83031200,0.392025,0.372318,0.423451,30.16
2026-04-06,TSLA,362.59,367.72,346.64,352.82,77697600,0.403814,0.378838,0.423348,34.52
2026-04-07,TSLA,346.44,348.02,337.24,346.65,74515400,0.396737,0.382068,0.423307,32.94
2026-04-08,TSLA,363.79,364.5,339.67,343.25,78838600,0.443771,0.398556,0.42223,38.49
2026-04-09,TSLA,343.15,348.88,337.25,345.62,62164000,0.441162,0.398308,0.412177,37.3
2026-04-10,TSLA,346.29,350.36,342.74,348.95,51336000,0.441514,0.398769,0.4069,38.1
2026-04-13,TSLA,350.07,356.35,348.57,352.42,53617500,0.442008,0.398508,0.410593,38.49
2026-04-14,TSLA,357.67,367.63,354.77,364.2,59979600,0.444856,0.401392,0.428951,40.48
2026-04-15,TSLA,366.83,394.65,362.5,391.95,113810400,0.47032,0.409555,0.508583,51.59
2026-04-16,TSLA,393.81,394.06,381.8,388.9,63515100,0.4735,0.409364,0.506029,52.78
2026-04-17,TSLA,395.92,409.28,391.65,400.62,90640000,0.48172,0.411595,0.502194,55.56
2026-04-20,TSLA,402.58,406.8,388.33,392.5,64603900,0.484645,0.413218,0.492302,55.95
2026-04-21,TSLA,393.0,393.95,385.22,386.42,50530600,0.479676,0.413035,0.482176,55.56
2026-04-22,TSLA,387.57,393.01,385.3,387.51,62362800,0.474178,0.413152,0.481889,53.57
2026-04-23,TSLA,375.28,386.0,368.39,373.72,93969500,0.496663,0.422986,0.498265,59.92
2026-04-24,TSLA,373.5,382.76,370.73,376.3,62893300,0.496466,0.424211,0.48147,59.92
2026-04-27,TSLA,372.09,380.78,364.02,378.67,66735800,0.506461,0.423869,0.46972,64.68
2026-04-28,TSLA,374.68,382.29,372.54,376.02,50864400,0.504968,0.419693,0.464868,64.68
2026-04-29,TSLA,375.4,376.4,370.04,372.8,45384800,0.499747,0.416318,0.438152,61.51
2026-04-30,TSLA,372.75,384.75,368.17,381.63,51076000,0.500739,0.416652,0.436792,63.49
2026-05-01,TSLA,382.49,397.82,378.8,390.82,65338300,0.477426,0.415112,0.390886,54.76
2026-05-04,TSLA,390.23,394.64,384.8,392.51,48765100,0.463668,0.411025,0.378823,50.0
2026-05-05,TSLA,395.19,402.12,389.0,389.37,47780600,0.456369,0.410688,0.372578,46.83
2026-05-06,TSLA,386.25,401.68,384.02,398.73,53465400,0.413307,0.411837,0.372934,35.32
2026-05-07,TSLA,407.48,415.83,402.12,411.79,64294200,0.419497,0.415903,0.3831,35.71
2026-05-08,TSLA,416.48,431.2,416.39,428.35,65050000,0.421971,0.414827,0.398297,36.11
2026-05-11,TSLA,422.16,449.16,416.8,445.0,78376100,0.444267,0.418954,0.410392,41.67
2026-05-12,TSLA,441.41,447.8,422.26,433.45,60569300,0.457559,0.424145,0.423369,49.6
2026-05-13,TSLA,436.67,453.4,430.21,445.27,68283200,0.448122,0.425924,0.355853,44.05
2026-05-14,TSLA,446.49,451.98,441.16,443.3,46070400,0.444051,0.426411,0.354265,41.67
2026-05-15,TSLA,433.98,434.66,422.0,422.24,52688700,0.435583,0.42757,0.393405,37.3
2026-05-18,TSLA,419.27,421.13,405.33,409.99,52474200,0.431457,0.429063,0.401589,36.9
2026-05-19,TSLA,403.16,405.63,393.63,404.11,46500600,0.439526,0.430153,0.400925,38.49
2026-05-20,TSLA,407.6,417.46,406.39,417.26,45294700,0.439904,0.429976,0.414652,38.89
2026-05-21,TSLA,422.18,426.95,412.9,417.85,42636900,0.421561,0.43201,0.38719,36.11
2026-05-22,TSLA,422.67,431.51,420.51,426.01,46104700,0.421543,0.431979,0.390258,36.11
2026-05-26,TSLA,430.26,435.2,426.12,433.59,45658900,0.410851,0.431447,0.392364,35.32
2026-05-27,TSLA,442.89,445.6,435.52,440.36,44656500,0.413881,0.428071,0.389998,36.11
2026-05-28,TSLA,437.62,443.96,436.3,442.1,32435000,0.413914,0.424427,0.385475,36.51
2026-05-29,TSLA,439.85,441.07,428.14,435.79,45176800,0.411911,0.424094,0.389437,35.71
2026-06-01,TSLA,427.49,429.6,415.43,415.88,44937900,0.409213,0.425807,0.426935,35.32
2026-06-02,TSLA,418.22,424.42,413.65,423.74,37596000,0.40913,0.424497,0.430524,35.32
2026-06-03,TSLA,418.7,433.6,416.0,423.7,44500700,0.414754,0.422286,0.428541,38.1
2026-06-04,TSLA,419.84,426.35,417.16,418.45,35323300,0.410777,0.422793,0.425928,36.11
2026-06-05,TSLA,420.5,424.68,388.59,391.0,63420200,0.425225,0.428703,0.477977,40.48
2026-06-08,TSLA,396.33,412.94,394.72,408.95,50328800,0.430475,0.431332,0.484687,41.27
2026-06-09,TSLA,411.03,418.5,384.24,396.68,59940200,0.444626,0.443805,0.469686,48.81
2026-06-10,TSLA,391.54,397.09,380.15,381.59,49695600,0.434882,0.445549,0.478931,42.46
2026-06-11,TSLA,388.28,399.54,380.66,399.15,45324300,0.43689,0.450735,0.499461,43.25
2026-06-12,TSLA,399.49,406.68,386.76,406.43,63514500,0.453907,0.456077,0.506421,55.56
2026-06-15,TSLA,412.37,416.0,407.1,411.15,45620500,0.450295,0.456185,0.480978,53.97
2026-06-16,TSLA,404.11,412.42,400.54,404.66,40255500,0.453303,0.457362,0.472818,55.16
2026-06-17,TSLA,401.53,405.94,393.76,396.38,43534300,0.446657,0.45672,0.475736,51.59
2026-06-18,TSLA,398.1,402.52,384.7,400.49,58384700,0.460846,0.460211,0.461808,59.92
2026-06-22,TSLA,394.85,414.75,394.4,405.05,47819500,0.471857,0.463083,0.464128,65.87
2026-06-23,TSLA,392.61,392.87,379.06,381.61,50420200,0.482753,0.467096,0.500193,70.63
2026-06-24,TSLA,380.08,384.58,373.05,375.53,37081400,0.482793,0.467572,0.493777,71.03
2026-06-25,TSLA,375.27,379.12,371.22,375.12,30138800,0.474275,0.46546,0.487138,67.46
2026-06-26,TSLA,370.15,387.8,368.6,379.71,53434100,0.488058,0.468279,0.490675,73.02
